,Authors,Link,Title,Strategy,Tickers,Opening Price,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Week 19,Week 20,Week 21,Week 22,Week 23,Week 24,Week 25,Week 26,Week 27,Week 28,Week 29,Week 30,Week 31,Week 32,Week 33,Week 34,Week 35,Week 36,Week 37,Week 38,Week 39,Week 40,Week 41,Week 42,Week 43,Week 44,Week 45,Week 46,Week 47,Week 48,Week 49,Week 50,Week 51
4498, Searching For Value,/article/4060469-blackberry-turnaround-almost,BlackBerry: The Turnaround Is Almost Here,Long,BB,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09
4499, Kayode Omotosho,/article/4059970-blackberry-better-trust-volatility,BlackBerry: Better Trust with More Volatility?,Short,BB,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09
4516, Orange Peel Investments,/article/4062671-blackberry-fair-value-closer-10-now-20-long-term,"BlackBerry Fair Value Is Closer To $10 Now, Could Be $20 Long-Term",Long,BB,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8
4517, Jonty Russell,/article/4062204-adding-blackberry-rally,Adding To The BlackBerry Rally,Long,BB,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8
4518, Jay Somaney,/article/4061954-game-just-change-blackberry,Did The Game Just Change For BlackBerry?,Long,BB,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8
4519, Bill Maurer,/article/4061709-blackberry-reality-sets,BlackBerry: When Reality Sets In,Short,BB,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8
4540, Jonty Russell,/article/4067190-blacker-berry-bullish-investor,"The Blacker The Berry, The More Bullish The Investor",Long,BB,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77
4545, Wappinger Capital Research,/article/4073118-blackberry-like-company,BlackBerry - This Is Why I Like The Company,Long,BB,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32
4546, Business Quant,/article/4070839-blackberrys-new-pillar-success-looking-strong,BlackBerry's New Pillar Of Success Is Looking Strong,Long,BB,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32
4555, Kayode Omotosho,/article/4075051-blackberry-rally-will-continue,BlackBerry: Why The Rally Will Continue,Long,BB,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4
4556, Paulo Santos,/article/4074578-blackberry-verge-disruption,BlackBerry On The Verge Of Disruption,Short,BB,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4
4557, Bill Maurer,/article/4073855-blackberry-shares-now-peaked,BlackBerry: Have Shares Now Peaked?,Short,BB,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4
4570, Motek Moyen,/article/4077028-blackberry-940-million-money-diversify-software-strategy,BlackBerry Has $940 Million More Money To Diversify Its Software Strategy,Long,BB,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63
4571, Jay Somaney,/article/4076805-notice-blackberrys-game-changer,Did You Notice Blackberry's Game-Changer?,Long,BB,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63
4572, Business Quant,/article/4076564-blackberry-shorts-running-away,BlackBerry: Shorts Are Running Away,Long,BB,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63
4573, KIA Investment Research,/article/4076464-investing-blackberrys-cybersecurity-story-soon-may-wannacry,"If Investing In BlackBerry's Cybersecurity Story, Soon You May 'WannaCry'",Short,BB,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63
4590, Orange Peel Investments,/article/4078336-blackberry-despite-toyota-dropping-qnx-20-reasonable-target,"BlackBerry: Despite Toyota Dropping QNX, $20 Is A Reasonable Target",Long,BB,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32
4591, Searching For Value,/article/4077503-blackberry-upside,BlackBerry Has More Upside,Long,BB,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32
4592, Bill Maurer,/article/4078058-blackberry-history-repeats,BlackBerry: History Repeats Itself,Short,BB,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32
4605, KIA Investment Research,/article/4080333-blackberry-can-save-infotainment-business,How BlackBerry Can Save Its Infotainment Business,Long,BB,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61
4606, Bank On Insight,/article/4080142-blackberry-start-talking-autonomous-driving-please,"BlackBerry: Let's Start Talking About Autonomous Driving, Please!",Long,BB,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61
4607, Kumquat Research,/article/4078861-blackberry-20-pipe-dream-right-now,BlackBerry: Why $20 Is A Pipe Dream Right Now,Long,BB,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61
4608, Bank On Insight,/article/4078711-blackberry-firing-cylinders,BlackBerry Is Firing On All Cylinders,Long,BB,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61
4609, Paulo Santos,/article/4080270-blackberry-talk-autonomous-driving,"BlackBerry: Let's Talk About Autonomous Driving, Then",Short,BB,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61
4610, Paulo Santos,/article/4079946-blackberry-qnx-et-tu-general-motors,"BlackBerry QNX: Et Tu, General Motors?",Short,BB,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61
4611, Paulo Santos,/article/4078830-blackberry-qnx-extraordinary-popular-delusions-madness-men,"BlackBerry: QNX, Extraordinary Popular Delusions And The Madness Of Men",Short,BB,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61
4633, Kayode Omotosho,/article/4081568-short-blackberry,Don't Short BlackBerry,Long,BB,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15
4638, Maks F. S.,/article/4085340-blackberry-haters-gonna-hate,BlackBerry: Haters Gonna Hate,Long,BB,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74
4639, Searching For Value,/article/4084532-blackberry-positive-developments,BlackBerry: Positive Developments,Long,BB,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74
4640, Jonathan Weber,/article/4083799-blackberry-bombs,BlackBerry Does It Again - And Bombs,Long,BB,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74
4641, Bank On Insight,/article/4084224-blackberry-screaming-hold-right-now,BlackBerry Is A Screaming Hold Right Now,Short,BB,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74
4642, Bill Maurer,/article/4084163-blackberry-finding-disappointment,BlackBerry: Finding More Disappointment,Short,BB,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74
4663, Jonathan Weber,/article/4086285-watch-institutional-investors,Watch What Institutional Investors Are Doing,Long,BB,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265
4664, Paulo Santos,/article/4085466-blackberry-misleading-positives,BlackBerry: On Misleading Positives,Short,BB,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265
4673, Chris Lau,/article/4086924-5-reasons-blackberry-stock-bottomed,5 Reasons BlackBerry Stock Bottomed,Long,BB,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91
4677, Motek Moyen,/article/4089412-blackberry-can-quickly-increase-software-revenue,How BlackBerry Can Quickly Increase Its Software Revenue,Long,BB,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86
4682, Roy Wang,/article/4091861-fresh-start-transition-story-blackberry,It's A Fresh Start: The Transition Story Of BlackBerry,Long,BB,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94
4687, Renars G,/article/4093928-blackberry-mature-startup,BlackBerry: A Mature Startup,Long,BB,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09
4692, Bill Maurer,/article/4099943-blackberry-big-boys-selling,BlackBerry: The Big Boys Are Selling,Short,BB,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1
4697, KIA Investment Research,/article/4108445-blackberrys-qnx-used-autonomous-cars-put-perspective,"BlackBerry's QNX To Be Used In Autonomous Cars, But Let's Put That In Perspective",Short,BB,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16
4702, Bill Maurer,/article/4110921-blackberry-taking-another-look,BlackBerry: Taking Another Look,Short,BB,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26
4703, Paulo Santos,/article/4110440-blackberry-devil-details,BlackBerry: The Devil Is In The Details,Short,BB,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26
4712, Shock Exchange,/article/4111383-blackberry-future-now,BlackBerry: The Future Is Now,Long,BB,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14
4713, Maks F. S.,/article/4111082-blackberry-phone-maker-longer,BlackBerry: It's Not A Phone Maker Any Longer,Long,BB,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14
4714, Josh Rudnik,/article/4110929-blackberry-screaming-buy,Why BlackBerry Is A Screaming Buy,Long,BB,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14
4715, Paulo Santos,/article/4111102-blackberry-canadian-cashless-miracle-things,BlackBerry: The Canadian Cashless Miracle And Other Things,Short,BB,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14
4732, Paulo Santos,/article/4113830-blackberry-licensing-exodus,The BlackBerry Licensing Exodus,Short,BB,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27
4737, George Kesarios,/article/4121625-jaguar-qnx-contract-really-means-blackberry,What A Jaguar-QNX Contract Really Means For BlackBerry,Long,BB,10.97,10.69,10.24,10.88,10.44,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09
4742, KIA Investment Research,/article/4132382-blackberry-tcl-dumping-half-smartphone-business-due-poor-smartphones-sales,BlackBerry: TCL Dumping Half Its Smartphone Business Due To Poor Smartphones Sales,Short,BB,10.56,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44
4747, Gio Danisi,/article/4133530-blackberry-may-signed-patent-license-deal-avaya,BlackBerry May Have Signed A Patent License Deal With Avaya,Long,BB,10.94,11.28,6.96,7.12,7.16,7.13,7.05,7.01,7.39,7.32,7.1,6.76,7.02,7.2,7.09,7.8,7.71,8.77,9.29,9.32,9.4,9.63,11.32,10.61,11.15,10.6,10.74,10.265,9.91,9.86,9.94,10.09,9.38,9.1,8.95,8.58,8.99,9.01,9.16,9.26,9.14,11.34,11.27,11.37,11.0,11.09,10.97,10.69,10.24,10.88,10.44,10.56
