Authors,Link,Tickers,Time,Title,Strategy
 Don Dion,/article/4115655-recent-ipos-sink-lockup-expirations,"AYX, NCSM, OKTA"," Oct. 24, 2017, 3:28 AM ",Recent IPOs Sink On Lockup Expirations,Short
 Cameron Smith,/article/4115625-wal-mart-running-hard-stand-still-expensive-21_0x-ttm-p-e,WMT," Oct. 23, 2017, 8:19 PM ",Wal-Mart: Running Hard To Stand Still And Expensive At 21.0x TTM P/E,Short
 Looking For Diogenes,/article/4115601-mannkind-proof-pie,MNKD," Oct. 23, 2017, 5:25 PM ",MannKind: The Proof Is In The Pie,Short
 Paulo Santos,/article/4115592-tesla-2-self-driving-cars-walk-bar,TSLA," Oct. 23, 2017, 4:39 PM ",Tesla: 2 Self-Driving Cars Walk Into A Bar...,Short
 Josh Arnold,/article/4115523-philip-morris-look,PM," Oct. 23, 2017, 2:30 PM ",Philip Morris: Look Out,Short
 John Petersen,/article/4115479-cobalt-cliff-will-cap-teslas-model-3-production-capacity-250000-units-per-year,TSLA," Oct. 23, 2017, 1:00 PM ","The Cobalt Cliff Will Cap Tesla's Model 3 Production Capacity At 250,000 Units Per Year",Short
 Donn Bailey,/article/4115468-tesla-may-biting-can-chew,TSLA," Oct. 23, 2017, 12:21 PM ",Tesla May Be Biting Off More Than It Can Chew,Short
 Don Dion,/article/4115171-five-point-holdings-fall-suddenly-lockup-expiration,FPH," Oct. 20, 2017, 3:14 PM ",Five Point Holdings Could Fall Suddenly On Lockup Expiration,Short
 Josh Rudnik,/article/4115026-sprint-short-conviction,S," Oct. 20, 2017, 10:29 AM ",Sprint: Short It With Conviction,Short
 Aparecium Research,/article/4114996-axon-enterprise-new-disclosure-sec-scrutiny-may-validate-prior-concerns,AAXN," Oct. 20, 2017, 7:55 AM ",Axon Enterprise: New Disclosure Of SEC Scrutiny May Validate Our Prior Concerns,Short
 Montana Skeptic,/article/4114886-teslas-alien-deadbeat-factory,TSLA," Oct. 19, 2017, 6:49 PM ",Tesla's Alien Deadbeat Factory,Short
" Oct. 19, 2017, 1:00 PM ",/article/4114696-corindus-might-want-sit,Editors' Pick , CVRS,Corindus: You Might Want To Sit Down For This,Short
 Bill Cunningham,/article/4114685-solarcity-adds-teslas-losses,TSLA," Oct. 19, 2017, 12:42 PM ",SolarCity Adds To Tesla's Losses,Short
 Mott Capital Management,/article/4114607-allergan-shares-verge-breakdown,AGN," Oct. 19, 2017, 8:41 AM ",Allergan Shares On The Verge Of Further Breakdown,Short
 Cubento Capital,/article/4114488-short-tempur-sealy-next-dicks-sporting-goods,TPX," Oct. 18, 2017, 6:42 PM ",Short Tempur Sealy: The Next Dick's Sporting Goods,Short
 Donn Bailey,/article/4114297-tesla-supercharger-advantage-evaporating,TSLA," Oct. 18, 2017, 12:57 PM ",Tesla: Supercharger Advantage Is Evaporating.,Short
 Bears of Wall Street,/article/4114281-sears-holdings-end,SHLD," Oct. 18, 2017, 12:10 PM ",Sears Holdings: This Is The End,Short
 DoctoRx,/article/4114256-netflix-dangerous-now,NFLX," Oct. 18, 2017, 10:51 AM ",Netflix: Why It's Dangerous To Own Now,Short
 Anton Wahlman,/article/4114125-will-tesla-zero-month,TSLA," Oct. 17, 2017, 7:24 PM ",Will Tesla Be A Zero This Month?,Short
 Detroit Bear,/article/4113973-see-trevena-going-zero,TRVN," Oct. 17, 2017, 9:53 AM ",Why I See Trevena Going To Zero,Short
 Kayode Omotosho,/article/4113860-proofpoint-getting-ahead,PFPT," Oct. 16, 2017, 8:24 PM ",Proofpoint: Getting Ahead Of Itself,Short
 Paulo Santos,/article/4113830-blackberry-licensing-exodus,BB," Oct. 16, 2017, 4:57 PM ",The BlackBerry Licensing Exodus,Short
 Alberto Zaragoza Comendador,/article/4113739-zev-credits-save-teslas-quarter,TSLA," Oct. 16, 2017, 12:56 PM ",ZEV Credits Won't Save Tesla's Quarter,Short
 The 3rd Hand,/article/4113721-equifax-credibility-score-0,EFX," Oct. 16, 2017, 12:02 PM ",Equifax Credibility Score: 0,Short
 Montana Skeptic,/article/4113705-time-tesla-stop-paying-solarcitys-debts,TSLA," Oct. 16, 2017, 10:59 AM ",It's Time For Tesla To Stop Paying SolarCity's Debts,Short
 Jonathan Cooper,/article/4113684-axim-biotechnologies-recent-patent-offer-value-investors,AXIM," Oct. 16, 2017, 10:04 AM ",AXIM Biotechnologies' Recent Patent Does Not Offer Value To Investors,Short
" Oct. 16, 2017, 8:00 AM ",/article/4113633-shaky-building-sunac-china-surge-price-justified-solid-fundamentals,Editors' Pick , SCCCF,A Shaky Building: Is Sunac China Surge In Price Justified By Solid Fundamentals?,Short
 Don Dion,/article/4113467-china-rapid-finance-stumble-lockup-expiration,XRF," Oct. 13, 2017, 6:49 PM ",China Rapid Finance Could Stumble With Lockup Expiration,Short
" Sam Lin, CFA, CPA",/article/4113428-avoid-snap-inc-costs-cost-problem-explained-7-pictures,SNAP," Oct. 13, 2017, 3:03 PM ","Avoid Snap, Inc. At All Costs! Cost Problem Explained In 7 Pictures",Short
 Focus Equity,/article/4113396-veritone-really-ai-company,VERI," Oct. 13, 2017, 2:18 PM ",Is Veritone Really An AI Company?,Short
 Shock Exchange,/article/4113394-teva-rushes-match-30-percent-discounts-generic-copaxone,TEVA," Oct. 13, 2017, 1:38 PM ",Teva Rushes To Match 30% Discounts For Generic Copaxone,Short
" Oct. 13, 2017, 12:18 PM ",/article/4113379-hudson-technologies-epa-comment-letters-impale-bull-thesis,Editors' Pick , HDSN,Hudson Technologies: EPA Comment Letters Impale The Bull Thesis,Short
" Oct. 13, 2017, 11:46 AM ",/article/4113347-medallion-financial-corp-pain-next-year-lay-foundation-profits-future,Editors' Pick , MFIN,Medallion Financial Corp.: Pain Over Next Year Could Lay Foundation For Profits In Future,Short
" Oct. 13, 2017, 10:44 AM ",/article/4113127-international-speedway-another-positive-reaction-another-weak-quarter,Editors' Pick , ISCA,International Speedway: Another Positive Reaction To Another Weak Quarter,Short
 Bill Maurer,/article/4113298-tesla-bulls-grasping-straws,TSLA," Oct. 13, 2017, 12:52 AM ",Tesla Bulls Grasping At Straws,Short
" Ranjit Thomas, CFA",/article/4113251-wright-get-right,WMGI," Oct. 12, 2017, 5:04 PM ",Wright Can't Get It Right,Short
 Donn Bailey,/article/4113250-china-aims-steamroll-tesla-gm,"GM, TSLA"," Oct. 12, 2017, 4:33 PM ","China Aims To Steamroll Over Tesla, GM",Short
 Looking For Diogenes,/article/4113245-mannkind-state-denmark-place-something-rotten,MNKD," Oct. 12, 2017, 4:02 PM ",MannKind: The State Of Denmark Isn't The Only Place Something Is Rotten,Short
 Don Dion,/article/4113157-ncs-multistage-holdings-head-lower-lockup-expiration,NCSM," Oct. 12, 2017, 12:33 PM ",NCS Multistage Holdings Could Head Lower On Lockup Expiration,Short
 Perpetual Drawdown,/article/4113152-overpaying-growth-prospects-sirius-xm,SIRI," Oct. 12, 2017, 12:13 PM ",Are You Overpaying For Growth Prospects With Sirius XM?,Short
 Anton Wahlman,/article/4113144-service-oct-23-toyota-just-punctured-teslas-semi-truck-concept-vehicle-story,"TM, TSLA"," Oct. 12, 2017, 11:49 AM ",In Service Oct. 23: Toyota Just Punctured Tesla's Semi Truck Concept Vehicle Story,Short
 The Growth Path Guru,/article/4113133-usa-compression-partners-l-p,USAC," Oct. 12, 2017, 11:43 AM ",USA Compression Partners L.P.:,Short
 SA Editor Daniel Shvartsman,/article/4113115-follow-sorting-shorts,"DE, LOCO, SHAK"," Oct. 12, 2017, 11:15 AM ",Who To Follow: Sorting Out The Shorts,Short
" Oct. 12, 2017, 9:00 AM ",/article/4112979-everspin-technologies-fading-will-continue-downtrend,Editors' Pick , MRAM,Why Everspin Technologies Is Fading And Will Continue To Downtrend,Short
" Oct. 12, 2017, 8:30 AM ",/article/4112800-macquarie-success-story-trouble,Editors' Pick , MCQEF,Macquarie: The Success Story In Trouble?,Short
" Oct. 12, 2017, 8:30 AM ",/article/4113036-moneygrams-cfius-problem,Editors' Pick , MGI,MoneyGram's CFIUS Problem,Short
 Bull & Bear Trading,/article/4113020-rokus-ipo-valuation-typical-recent-cult-stock-offerings,ROKU," Oct. 12, 2017, 8:00 AM ",Roku's IPO Valuation Typical Of Recent Cult Stock Offerings,Short
 The Capitolist,/article/4113024-mallinckrodt-2b-additional-debt-bomb-sell-side-forgot,MNK," Oct. 11, 2017, 5:32 PM ",Mallinckrodt And The $2B Additional Debt Bomb That The Sell Side Forgot About,Short
 Amit Ghate,/article/4112922-mannkind-2nd-short-opportunity,MNKD," Oct. 11, 2017, 12:07 PM ",Mannkind: 2nd Short Opportunity,Short
 Montana Skeptic,/article/4112912-tesla-tale-2-analysts,TSLA," Oct. 11, 2017, 11:18 AM ",Tesla: A Tale Of 2 Analysts,Short
 Bill Maurer,/article/4112911-tesla-shorts-giving,TSLA," Oct. 11, 2017, 11:15 AM ",Are Tesla Shorts Giving Up?,Short
 Anthony Fernandez,/article/4112879-carmax-running-fumes,KMX," Oct. 11, 2017, 10:04 AM ",CarMax is Running On Fumes,Short
" Oct. 11, 2017, 8:12 AM ",/article/4112763-dentsply-example-misaligned-incentives-leading-bad-outcome,Editors' Pick , XRAY,Dentsply: An Example Of Misaligned Incentives Leading To A Bad Outcome,Short
 Donn Bailey,/article/4112781-tesla-can-still-pull-q4-ramp,TSLA," Oct. 10, 2017, 4:55 PM ",Tesla Can Still Pull Out A Q4 Ramp,Short
 Paulo Santos,/article/4112776-tesla-self-driving-myth-dies-another-death,TSLA," Oct. 10, 2017, 4:32 PM ",The Tesla Self-Driving Myth Dies Another Death,Short
 Alex Cho,/article/4112767-tesla-shorts-finally-gonna-rally,TSLA," Oct. 10, 2017, 3:39 PM ",Tesla Shorts Finally Gonna Rally?,Short
 Brett & Woods,/article/4112646-celadon-group-final-countdown,CGI," Oct. 10, 2017, 9:18 AM ",Celadon Group: The Final Countdown,Short
 Alpha Exposure,/article/4112631-athersys-zombie-like-multistem-survive-much-longer,ATHX," Oct. 10, 2017, 8:30 AM ",Athersys' Zombie-Like MultiStem Won't Survive Much Longer,Short
 EnerTuition,/article/4112570-tesla-solar-roof-energy-business-narrative-continues-fall-apart,TSLA," Oct. 10, 2017, 8:04 AM ",Tesla Solar Roof And Energy Business Narrative Continues To Fall Apart,Short
 Bull & Bear Trading,/article/4112531-equifaxs-discovery-process-rapidly-evolving-prosecution-phase,EFX," Oct. 9, 2017, 3:19 PM ",Equifax's Discovery Process Rapidly Evolving Into Prosecution Phase,Short
 Donn Bailey,/article/4112485-tesla-musk-finally-listening-accountants,TSLA," Oct. 9, 2017, 12:49 PM ",Tesla: Is Musk Finally Listening To The Accountants?,Short
 Michael Fitzsimmons,/article/4112436-ranger-energy-services-priced-perfection-possible-short,RNGR," Oct. 9, 2017, 10:25 AM ",Ranger Energy Services: Priced To Perfection - A Possible Short?,Short
 Shock Exchange,/article/4112345-allergan-judge-bryson-uses-patents-sham-sentence,AGN," Oct. 9, 2017, 4:55 AM ",Allergan: Judge Bryson Uses 'Patents' And 'Sham' In A Sentence,Short
 Erich Reimer,/article/4112326-netflix-euphoria-hits-time-high,NFLX," Oct. 8, 2017, 8:29 PM ",Netflix Euphoria Hits All-Time High?,Short
 Anton Wahlman,/article/4112320-will-tesla-manage-sell-720-model-3-units-december-maybe-less,TSLA," Oct. 8, 2017, 5:59 PM ",Will Tesla Manage To Sell 720 Model 3 Units In December? Maybe Less?,Short
 EnerTuition,/article/4112125-enphase-new-ceo-materially-change-near-term-prospects,ENPH," Oct. 6, 2017, 1:23 PM ",Enphase New CEO Does Not Materially Change Near Term Prospects,Short
" Oct. 6, 2017, 12:29 PM ",/article/4112109-model-3-may-mess-short-tesla-yet,Editors' Pick , TSLA,"The Model 3 May Be A Mess, But Don't Short Tesla Yet",Short
 Looking For Diogenes,/article/4112112-mannkind-race-win,MNKD," Oct. 6, 2017, 12:05 PM ",MannKind Is In A Race It Can't Win,Short
 David Trainer,/article/4112080-netflixs-price-increase-signals-original-content-enough,NFLX," Oct. 6, 2017, 11:02 AM ",Netflix's Price Increase Signals Original Content Isn't Enough,Short
 Parker Logan,/article/4111888-shortify-shopify-citron-research-drops-short-bomb,SHOP," Oct. 5, 2017, 12:46 PM ",Shortify Shopify - Citron Research Drops Short Bomb,Short
 The Growth Path Guru,/article/4111883-capitol-federal-financial-inflating-earnings-troubled-loan-restructurings-expect-30-percent,CFFN," Oct. 5, 2017, 12:19 PM ","Capitol Federal Financial: Inflating Earnings With Troubled Loan Restructurings, Expect A 30% Decline",Short
 Henrik Alex,/article/4111861-rgs-energy-trying-ride-teslas-coattails-reviving-dow-chemicals-powerhouse-concept,RGSE," Oct. 5, 2017, 11:17 AM ",RGS Energy Is Trying To Ride On Tesla's Coattails By Reviving Dow Chemical's Powerhouse Concept,Short
 Bears of Wall Street,/article/4111838-ubiquiti-transparency-still-needed,UBNT," Oct. 5, 2017, 9:49 AM ",Ubiquiti: More Transparency Is Still Needed,Short
 Shock Exchange,/article/4111805-mylan-generic-copaxone-punish-teva,TEVA," Oct. 5, 2017, 6:49 AM ","Mylan, Generic Copaxone Punish Teva",Short
 DoctoRx,/article/4111788-teva-might-getting-sicker-stock-drops,TEVA," Oct. 5, 2017, 4:27 AM ",Teva Might Be Getting Sicker As The Stock Drops,Short
 Donn Bailey,/article/4111764-teslas-growing-warranty-liability,TSLA," Oct. 4, 2017, 7:27 PM ",Tesla's Growing Warranty Liability,Short
 Sunil Shah,/article/4111746-herbalife-downgrade-name,HLF," Oct. 4, 2017, 4:53 PM ",Herbalife: A Downgrade By Any Other Name,Short
 Jeffrey Himelson,/article/4111739-gopro-hero-take-profits,GPRO," Oct. 4, 2017, 4:15 PM ",GoPro: Be A Hero And Take Your Profits,Short
 Activist Stocks,/article/4111649-hain-celestial-buyout,HAIN," Oct. 4, 2017, 1:55 PM ",Hain Celestial: A Buyout?,Short
 Jesse Cash,/article/4111675-healthy-trend-means-coca-colas-dividend-increases-better-spent-acquisitions,KO," Oct. 4, 2017, 1:52 PM ",Healthy Trend Means Coca-Cola's Dividend Increases Would Be Better Spent On Acquisitions,Short
 Terry Chrisomalis,/article/4111625-teva-receives-big-blow-generics-pricing,TEVA," Oct. 4, 2017, 12:03 PM ",Teva Receives Big Blow On Generics Pricing,Short
 Bill Maurer,/article/4111620-tesla-consider-firing-musk,TSLA," Oct. 4, 2017, 11:31 AM ",Tesla: Consider Firing Musk,Short
 Maks F. S.,/article/4111429-love-roku-devices-still-sold-short,ROKU," Oct. 3, 2017, 2:42 PM ","Love My Roku Devices, But Still Sold It Short",Short
" Shahid Manzoor, CFA",/article/4111423-dhx-media-ltd-downside-ahead,DHXM," Oct. 3, 2017, 2:15 PM ",DHX Media Ltd: Further Downside Ahead,Short
 EnerTuition,/article/4111371-model-3-mia-model-s-x-stories-continue-fall-apart,TSLA," Oct. 3, 2017, 1:23 PM ",Model 3 Is MIA And Model S And X Stories Continue To Fall Apart,Short
 Donn Bailey,/article/4111356-tesla-growth-tumbles-4_5-percent-year-year,TSLA," Oct. 3, 2017, 12:08 PM ",Tesla Growth Tumbles To 4.5% Year-Over-Year,Short
 Rahul Deshmukh,/article/4111346-ptc-therapeutics-short-ahead-fda-pdufa-goal-date,PTCT," Oct. 3, 2017, 11:37 AM ",PTC Therapeutics Is A Short Ahead Of FDA PDUFA Goal Date,Short
 Montana Skeptic,/article/4111333-tesla-winter-coming,TSLA," Oct. 3, 2017, 10:30 AM ","For Tesla, Winter Is Coming",Short
 David Trainer,/article/4111326-failure-adapt-dooms-stock,CVLT," Oct. 3, 2017, 10:15 AM ",Failure To Adapt Dooms This Stock,Short
" Oct. 3, 2017, 7:15 AM ",/article/4110731-ocean-rig-still-looks-like-good-short,Editors' Pick , ORIG,Why Ocean Rig Still Looks Like A Good Short,Short
 John Petersen,/article/4111202-china-quietly-pushed-tesla-gm-vw-rest-auto-industry-brink-cobalt-cliff,TSLA," Oct. 3, 2017, 7:11 AM ","Has China Quietly Pushed Tesla, GM, VW And The Rest Of The Auto Industry Over The Brink Of The Cobalt Cliff?",Short
 Anton Wahlman,/article/4111198-tesla-5-percent-growth-company,TSLA," Oct. 2, 2017, 6:14 PM ",Tesla: The 5% Growth Company,Short
 Bill Maurer,/article/4111188-tesla-confirms-model-3-shortfall,TSLA," Oct. 2, 2017, 5:15 PM ",Tesla Confirms Model 3 Shortfall,Short
 Alex Cho,/article/4111107-blackstone-poorly-managed-yields-will-soon-fall-short,BX," Oct. 2, 2017, 1:12 PM ","Blackstone: Poorly Managed, Yields Will Soon Fall Short",Short
 Paulo Santos,/article/4111102-blackberry-canadian-cashless-miracle-things,BB," Oct. 2, 2017, 12:56 PM ",BlackBerry: The Canadian Cashless Miracle And Other Things,Short
 Jeremy Rowe,/article/4111037-pier-1-imports-continue-slide,PIR," Oct. 2, 2017, 10:49 AM ",Pier 1 Imports To Continue Its Slide,Short
 Bull & Bear Trading,/article/4111012-equifaxs-lehman-moment-looms,EFX," Oct. 2, 2017, 8:52 AM ",Equifax's Lehman Moment Looms,Short
 Shock Exchange,/article/4110949-valeant-warned,VRX," Oct. 2, 2017, 4:31 AM ",Valeant: You Were Warned,Short
 Shock Exchange,/article/4110951-teva-kicks-can-road,TEVA," Oct. 2, 2017, 4:05 AM ",Teva Kicks The Can Down The Road,Short
 Bill Maurer,/article/4110921-blackberry-taking-another-look,BB," Oct. 1, 2017, 8:26 PM ",BlackBerry: Taking Another Look,Short
 Financial Insights,/article/4110780-equifax-liabilities-will-exceed-1-billion,EFX," Sep. 29, 2017, 6:49 PM ",Equifax: Liabilities Will Exceed $1 Billion,Short
 Anton Wahlman,/article/4110738-tesla-100-percent-ev-market-share-0-percent-100-easy-steps,TSLA," Sep. 29, 2017, 2:45 PM ",Tesla: From 100% EV Market Share To 0% In 100 Easy Steps,Short
 John Petersen,/article/4110450-cobalt-cliff-will-crush-teslas-business-may-restore-sanity-ev-industry,TSLA," Sep. 29, 2017, 7:01 AM ",The Cobalt Cliff Will Crush Tesla's Business And May Restore Some Sanity To The EV Industry,Short
 Paulo Santos,/article/4110440-blackberry-devil-details,BB," Sep. 28, 2017, 5:30 PM ",BlackBerry: The Devil Is In The Details,Short
 Don Dion,/article/4110376-yext-fall-lu-expiration,YEXT," Sep. 28, 2017, 3:16 PM ",Yext Could Fall On LU Expiration,Short
 Donn Bailey,/article/4110235-can-teslas-model-3-survive-without-incentives,TSLA," Sep. 28, 2017, 12:52 PM ",Can Tesla's Model 3 Survive Without Incentives?,Short
 Henrik Alex,/article/4110148-sino-global-shipping-america-explosive-revenue-growth-causes-substantial-gross-margin,SINO," Sep. 28, 2017, 7:25 AM ",Sino-Global Shipping America - Explosive Revenue Growth Causes Substantial Gross Margin Deterioration,Short
 Andrew McElroy,/article/4109944-nvidia-selling,NVDA," Sep. 27, 2017, 2:40 PM ",Nvidia: Why The Selling?,Short
" Sep. 27, 2017, 12:50 PM ",/article/4109861-mimedx-undisclosed-details-undermine-independent-investigation,Editors' Pick , MDXG,MiMedx: Undisclosed Details Undermine 'Independent' Investigation,Short
 Orange Peel Investments,/article/4109829-baffling-investor-day-ubiquiti-board-needs-take-action,UBNT," Sep. 27, 2017, 11:47 AM ","After Baffling Investor Day, Ubiquiti Board Needs To Take Action",Short
 Bill Maurer,/article/4109840-tesla-put-fire,TSLA," Sep. 27, 2017, 11:39 AM ",Tesla: Put Out The Fire,Short
" Sep. 27, 2017, 11:25 AM ",/article/4109833-buy-veritone-stock-acacia-research-trading-substantial-discount-book-value,Editors' Pick ," ACTG, VERI",Why Buy Veritone Stock When Acacia Research Is Trading At A Substantial Discount To Book Value?,Short
 Terry Chrisomalis,/article/4109801-axovant-excellent-short-opportunity-failed-alzheimers-results,AXON," Sep. 27, 2017, 10:20 AM ",Axovant Is An Excellent Short Opportunity After Failed Alzheimer's Results,Short
 ValueAnalyst,/article/4109710-snap-underperformed-12-percent,SNAP," Sep. 27, 2017, 1:49 AM ",Why SNAP Underperformed 12%,Short
 Holmes Osborne,/article/4109674-great-time-short-adidas,ADDYY," Sep. 26, 2017, 6:37 PM ",Great Time To Short adidas,Short
 Anton Wahlman,/article/4109668-morgan-stanley-admits-tesla-miss-2018-guidance-52-percent,TSLA," Sep. 26, 2017, 6:07 PM ",Morgan Stanley Admits Tesla Could Miss 2018 Guidance By 52%,Short
 Rota Fortunae,/article/4109503-hudson-technologies-bulls-want-talk,HDSN," Sep. 26, 2017, 12:24 PM ",Hudson Technologies: What The Bulls Don't Want To Talk About,Short
 Bill Cunningham,/article/4109465-solarcity-renamed-investigation-city,TSLA," Sep. 26, 2017, 10:13 AM ",Should SolarCity Be Renamed Investigation City?,Short
 EnerTuition,/article/4109451-tesla-model-3-production-yet,TSLA," Sep. 26, 2017, 9:42 AM ",Is Tesla Model 3 In Production Yet?,Short
 Montana Skeptic,/article/4109229-teslas-q3-record-deliveries-record-losses,TSLA," Sep. 25, 2017, 12:52 PM ",Tesla's Q3: Record Deliveries And Record Losses,Short
 Bull & Bear Trading,/article/4109233-equifax-assets-likely-far-less-looming-liabilities,EFX," Sep. 25, 2017, 12:27 PM ",Equifax Assets Likely Far Less Than Looming Liabilities,Short
 The Structure Of Price,/article/4109202-nvidia-enemy-gate,NVDA," Sep. 25, 2017, 10:53 AM ",Nvidia: Enemy At The Gate,Short
" Sep. 25, 2017, 9:40 AM ",/article/4109153-tactile-systems-multiple-near-term-catalysts-75-percent-downside,Editors' Pick , TCMD,Tactile Systems: Multiple Near-Term Catalysts For 75% Downside,Short
 Contrarian PM,/article/4109139-teladocs-crack-business-model-widens-quickly,TDOC," Sep. 25, 2017, 7:36 AM ",Teladoc's Crack In The Business Model Widens Quickly,Short
" Mark Bern, CFA",/article/4109128-time-running,MDP," Sep. 25, 2017, 6:50 AM ",Time Is Running Out,Short
" Sep. 25, 2017, 6:46 AM ",/article/4109127-scana-update-now-federal,Editors' Pick , SCG,Scana Update: Now It's Federal,Short
 DoctoRx,/article/4109062-amazon-weakens-threats-rise-eps-estimates-decline,AMZN," Sep. 24, 2017, 10:56 PM ","Amazon Weakens As Threats Rise, EPS Estimates Decline",Short
 Donn Bailey,/article/4108921-teslas-bad-decisions-keep-coming,TSLA," Sep. 22, 2017, 5:09 PM ",Tesla's Bad Decisions Keep Coming,Short
 Anton Wahlman,/article/4108912-will-tesla-report-september-quarter-model-3-deliveries,TSLA," Sep. 22, 2017, 4:30 PM ",Will Tesla Report September Quarter Model 3 Deliveries?,Short
 David Krejca,/article/4108901-shopify-overly-expensive-bit-investing-trap,SHOP," Sep. 22, 2017, 3:55 PM ",Shopify: Overly Expensive And A Bit Of An Investing Trap,Short
 Victor Dergunov,/article/4108870-spy-drop-coming-soon,SPY," Sep. 22, 2017, 3:08 PM ",SPY: The Drop Is Coming Soon,Short
 Montana Skeptic,/article/4108846-tesla-suddenly-become-shy-model-3,TSLA," Sep. 22, 2017, 2:09 PM ",Why Has Tesla Suddenly Become So Shy About The Model 3?,Short
" Sep. 22, 2017, 1:08 PM ",/article/4108581-delta-apparel-investors-will-probably-end-salty,Editors' Pick , DLA,Delta Apparel: Investors Will Probably End Up Salty,Short
 Zvika Finkelstein,/article/4108837-safe-t-group-safe-place-money,SFTTY," Sep. 22, 2017, 12:58 PM ",Safe-T Group: Not A Safe Place For Your Money,Short
 The Mad Hedge Fund Trader,/article/4108828-covering-apple-short,AAPL," Sep. 22, 2017, 12:40 PM ",Covering My Apple Short,Short
 FundSpec.IO,/article/4108822-even-loyal-tesla-owners-now-starting-question-companys-full-self-driving-claims,TSLA," Sep. 22, 2017, 12:14 PM ",Even Loyal Tesla Owners Are Now Starting To Question The Company's Full Self-Driving Claims,Short
 Micro Joe,/article/4108803-savara-excellent-short-opportunity-38-percent-downside-possible,SVRA," Sep. 22, 2017, 11:06 AM ",Savara: An Excellent Short Opportunity With 38% Downside Possible,Short
 Strubel Investment Management,/article/4108802-ubiquitis-ever-changing-inventory-story,UBNT," Sep. 22, 2017, 10:57 AM ",Ubiquiti's Ever-Changing Inventory Story,Short
 Paul Franke,/article/4108790-mondelez-overvalued-overleveraged,MDLZ," Sep. 22, 2017, 10:19 AM ",Mondelez: Overvalued And Overleveraged,Short
 EnerTuition,/article/4108777-tesla-amd-partnership-rumor-shows-chink-nvidias-armor,NVDA," Sep. 22, 2017, 8:32 AM ",Tesla AMD Partnership Rumor Shows A Chink In Nvidia's Armor,Short
 Orange Peel Investments,/article/4108599-ubiquiti-ceo-robert-pera-owes-shareholders-response,UBNT," Sep. 21, 2017, 2:17 PM ",Ubiquiti CEO Robert Pera Owes His Shareholders A Response,Short
" Sep. 21, 2017, 1:25 PM ",/article/4108583-hudson-technologies-time-let-hot-air-refrigerant-reclamation-story,Editors' Pick , HDSN,Hudson Technologies: Time To Let The Hot Air Out Of This Refrigerant Reclamation Story,Short
 WYCO Researcher,/article/4108568-sears-holdings-impacted-bankruptcy-toys-r-us,SHLD," Sep. 21, 2017, 12:09 PM ",Sears Holdings Could Be Impacted By The Bankruptcy Of Toys 'R' Us,Short
 The Structure Of Price,/article/4108563-nvidia-decline-cryptocurrency-revenue-threatens-share-price,NVDA," Sep. 21, 2017, 12:01 PM ",Nvidia: Decline In Cryptocurrency Revenue Threatens Share Price,Short
 KIA Investment Research,/article/4108445-blackberrys-qnx-used-autonomous-cars-put-perspective,BB," Sep. 20, 2017, 8:47 PM ","BlackBerry's QNX To Be Used In Autonomous Cars, But Let's Put That In Perspective",Short
 The Growth Path Guru,/article/4108425-viasat-inc-satellite-internet-business-will-continue-burn-cash,VSAT," Sep. 20, 2017, 6:16 PM ",ViaSat Inc.: Satellite Internet Business Will Continue To Burn Cash,Short
 Donn Bailey,/article/4108424-teslas-future-china-dim,TSLA," Sep. 20, 2017, 6:14 PM ",Tesla's Future In China Is Dim,Short
 Hedgeye,/article/4108377-still-like-future-teslas-stock,TSLA," Sep. 20, 2017, 3:15 PM ",We (Still) Don't Like The Future Of Tesla's Stock,Short
" Sep. 20, 2017, 10:20 AM ",/article/4107942-owens-and-minor-ugly-first-half-supports-short-case-even-lows,Editors' Pick , OMI,"Owens & Minor: An Ugly First Half Supports A Short Case, Even At The Lows",Short
" Sep. 20, 2017, 9:30 AM ",/article/4108136-immunomedics-35-year-history-failure-immuminus-132-will-receive-accelerated-approval-100,Editors' Pick , IMMU,"Immunomedics: 35-Year History Of Failure, IMMU-132 Will Not Receive Accelerated Approval, 100% Downside Possible",Short
 Strubel Investment Management,/article/4108125-red-flags-ubiquiti,UBNT," Sep. 19, 2017, 6:58 PM ",Red Flags At Ubiquiti,Short
 Montana Skeptic,/article/4108114-teslas-gross-margin-grossly-misleading,TSLA," Sep. 19, 2017, 5:11 PM ",Tesla's Gross Margin: Grossly Misleading,Short
 Michael Wiggins De Oliveira,/article/4108106-intels-management-failing-number-1-priority,INTC," Sep. 19, 2017, 5:01 PM ",Intel's Management Is Failing On Its Number 1 Priority,Short
 Bull & Bear Trading,/article/4107854-equifax-shoe-dropped,EFX," Sep. 19, 2017, 4:43 AM ",Equifax: The Other Shoe Has Dropped,Short
 Saltman512,/article/4107779-equifax-inc-investment-danger-lifetime,EFX," Sep. 18, 2017, 6:34 PM ","Equifax, Inc. - The Investment Danger Of A Lifetime",Short
 Donn Bailey,/article/4107770-teslas-guessing-game,TSLA," Sep. 18, 2017, 5:45 PM ",Tesla's Guessing Game,Short
 Edgar Ambartsoumian,/article/4107748-shopify-may-broken-business-model,SHOP," Sep. 18, 2017, 4:39 PM ",Shopify May Have A Broken Business Model,Short
 Paulo Santos,/article/4107761-tesla-countergate-ends-apgate-emerges,TSLA," Sep. 18, 2017, 4:27 PM ","Tesla: As CounterGate Ends, APGate Emerges",Short
