,Authors,Link,Tickers,Time,Title,Strategy,Week,Month
3759, Wall Street for Main Street,/article/4110991-dst-systems-buy-dip,DST,2017-10-02 07:36:00,DST Systems - Buy The Dip,Long,40.0,10.0
3760, Vince Martin,/article/4110920-strong-q3-earnings-show-mccormick-different,MKC,2017-10-02 07:30:00,Strong Q3 Earnings Show Why McCormick Is Different,Long,40.0,10.0
3761, Bert Hochfeld,/article/4110983-alteryx-better-way-invest-data-analytics,AYX,2017-10-02 07:29:00,Alteryx - Is This A Better Way To Invest In Data Analytics?,Long,40.0,10.0
3762, Jonathan Faison,/article/4110980-sarepta-therapeutics-catalysts-partnered-programs-loom,SRPT,2017-10-02 07:04:00,Sarepta Therapeutics: Catalysts With Partnered Programs Loom,Long,40.0,10.0
3763, Long Player,/article/4110984-teekay-tankers-ltd-tanking-rates-exceed-expectations,TNK,2017-10-02 07:01:00,Teekay Tankers Ltd.: Tanking Rates Exceed Expectations,Long,40.0,10.0
3764, Callum Turcan,/article/4110979-monitoring-chesapeakes-wild-card-prb-opportunity,CHK,2017-10-02 06:31:00,Monitoring Chesapeake's Wild Card: The PRB Opportunity,Long,40.0,10.0
3765, Long Player,/article/4110974-peyto-6-percent-dividend-capital-gain-potential,PEYUF,2017-10-02 06:05:00,Peyto: 6% Dividend With Capital Gain Potential,Long,40.0,10.0
3766, Daniel Jones,/article/4110973-trinity-soars-hours-vindication-last,TRN,2017-10-02 05:58:00,Trinity Soars After-Hours: Vindication At Last,Long,40.0,10.0
3768, Jonathan Faison,/article/4110961-heron-therapeutics-management-executing-stock-will-follow,HRTX,2017-10-02 05:41:00,"Heron Therapeutics: Management Executing, Stock Will Follow",Long,40.0,10.0
3769, Shareholders Unite,/article/4110962-shu-portfolio-fslr-interesting-risk-reward-situation,FSLR,2017-10-02 05:15:00,"SHU Portfolio; FSLR, An Interesting Risk/Reward Situation",Long,40.0,10.0
3770, John Dillon,/article/4110950-vicors-new-proprietary-products-will-drive-revenue-earnings-growth,VICR,2017-10-02 04:02:00,Vicor's New Proprietary Products Will Drive Revenue And Earnings Growth,Long,40.0,10.0
3771, ValueAnalyst,/article/4110948-diamond-offshore-significant-accumulation,DO,2017-10-02 03:59:00,Diamond Offshore: Significant Accumulation,Long,40.0,10.0
3772, Opportunity Trader,/article/4110947-bac-breaks-resistance-bullish-story-plays,BAC,2017-10-02 03:22:00,BAC Breaks Through The Resistance As The Bullish Story Plays Out,Long,40.0,10.0
3773, Value Stock Financials,/article/4110946-lazard-low-volatility-buy,LAZ,2017-10-02 03:16:00,Lazard Is A Low Volatility Buy,Long,40.0,10.0
3775, Josh Rudnik,/article/4110929-blackberry-screaming-buy,BB,2017-10-02 00:54:00,Why BlackBerry Is A Screaming Buy,Long,40.0,10.0
3777, DoctoRx,/article/4110924-cloud-plus-sun-may-allow-oracle-shine,ORCL,2017-10-01 23:12:00,"How A Cloud, Plus Sun, May Allow Oracle To Shine Again",Long,39.0,10.0
3778, ValueAnalyst,/article/4110923-tesla-q3-2017-deliveries-will-watching,TSLA,2017-10-01 21:07:00,Tesla Q3 2017 Deliveries: What I Will Be Watching,Long,39.0,10.0
3779, Chris B Murphy,/article/4110905-wells-fargo-2-bullish-signals-triggered-stock,WFC,2017-10-01 11:41:00,Wells Fargo: 2 Bullish Signals Triggered For The Stock,Long,39.0,10.0
3780, Aisha Rahman,/article/4110896-nike-inc-buy-current-levels,NKE,2017-10-01 09:41:00,"Nike, Inc. - A Buy At Current Levels",Long,39.0,10.0
3781, The Value Investor,/article/4110860-ulta-beauty-getting-prettier-around-200,ULTA,2017-10-01 03:35:00,Ulta Beauty - Getting Prettier Around $200,Long,39.0,10.0
3782, Individual Trader,/article/4110848-next-stop-target-shares-63-handle,TGT,2017-09-30 18:48:00,Next Stop For Target Shares Is The $63 Handle,Long,39.0,9.0
3783, Jonathan Faison,/article/4110845-zogenix-zx008-real-deal,ZGNX,2017-09-30 18:19:00,Zogenix' ZX008 Is The Real Deal,Long,39.0,9.0
3790, Kario-Paul Brown,/article/4110808-bed-bath-and-beyond-look-beyond-headlines,BBBY,2017-09-30 05:53:00,Bed Bath & Beyond: Look Beyond The Headlines,Long,39.0,9.0
3791, Long Player,/article/4110807-chesapeake-energy-maxes-credit-cards,CHK,2017-09-30 05:39:00,Chesapeake Energy Maxes Out The Credit Cards,Long,39.0,9.0
3792, Long Player,/article/4110805-lottery-tickets-part-2-ferrellgas-partners-lp-needs-white-christmas,FGP,2017-09-30 05:20:00,Lottery Tickets Part 2: Ferrellgas Partners LP Needs A White Christmas,Long,39.0,9.0
3793, Motek Moyen,/article/4110792-still-intel-inside-microsofts-first-cellular-pc,INTC,2017-09-29 23:06:00,It's Still Intel Inside Microsoft's First Cellular PC,Long,39.0,9.0
3794, Jim Van Meerten,/article/4110775-aerojet-rocketdyne-great-choice-portfolio,AJRD,2017-09-29 18:30:00,Aerojet Rocketdyne: A Great Choice For Your Portfolio,Long,39.0,9.0
3795, Crunching Numbers,/article/4110769-golden-star-resources-issues-several-positive-press-releases,GSS,2017-09-29 17:35:00,Golden Star Resources Issues Several Positive Press Releases,Long,39.0,9.0
3797, Sarfaraz A. Khan,/article/4110756-kinder-morgan-buy-still-cheap,KMI,2017-09-29 16:28:00,Kinder Morgan: Buy While It's Still Cheap,Long,39.0,9.0
3798, Max Greve,/article/4110757-bet-netflix-bet-market-forces,NFLX,2017-09-29 16:01:00,A Bet On Netflix Is Not A Bet Against Market Forces,Long,39.0,9.0
3799, Mark Hibben,/article/4110753-apple-arm-based-macbooks-pros-cons,AAPL,2017-09-29 15:46:00,Apple ARM-Based MacBooks: The Pros And Cons,Long,39.0,9.0
3800, The Structure Of Price,/article/4110746-micron-highest-high-15-years,MU,2017-09-29 15:24:00,Micron: The Highest High In 15 Years,Long,39.0,9.0
3801, Daniel Jones,/article/4110745-abraxas-petroleum-safer-explorer-producer,AXAS,2017-09-29 15:23:00,Abraxas Petroleum: A Safer Explorer/Producer,Long,39.0,9.0
3802, One Guy and a Calculator,/article/4110741-home-capital-group-solid-investment-going-forward,HMCBF,2017-09-29 15:13:00,Home Capital Group: A Solid Investment Going Forward,Long,39.0,9.0
3803, Jonathan Faison,/article/4110732-proteon-therapeutics-presentations-november-push-shares-even-higher,PRTO,2017-09-29 15:03:00,Proteon Therapeutics: Could Presentations In November Push Shares Even Higher?,Long,39.0,9.0
3804," Carlton Getz, CFA",/article/4110735-gncs-uninspiring-choice,GNC,2017-09-29 14:41:00,GNC's Uninspiring Choice,Long,39.0,9.0
3805, Crunching Numbers,/article/4110724-funny-thing-happened-way-sirius-xm-subscription,SIRI,2017-09-29 14:37:00,A Funny Thing Happened On My Way To A Sirius XM Subscription,Long,39.0,9.0
3806, ONeil Trader,/article/4110726-biodelivery-sciences-change-good,BDSI,2017-09-29 14:17:00,BioDelivery Sciences: Change Is Good?,Long,39.0,9.0
3807, Sean Warneke,/article/4110723-big-lots-value-opportunity,BIG,2017-09-29 14:07:00,Big Lots: Value Opportunity,Long,39.0,9.0
3808, Quad 7 Capital,/article/4110719-nike-transforming,NKE,2017-09-29 13:52:00,Nike Is Transforming,Long,39.0,9.0
3809, Discount Fountain,/article/4110698-delta-air-lines-reduced-earnings-guidance-may-buying-opportunity,DAL,2017-09-29 13:27:00,Delta Air Lines: Reduced Earnings Guidance May Be A Buying Opportunity,Long,39.0,9.0
3810, Galileo Russell,/article/4110688-xpel-technologies-cheap-growing-high-quality-business,XPLT,2017-09-29 13:06:00,"XPEL Technologies: Cheap, Growing And A High-Quality Business",Long,39.0,9.0
3811, Awais Malik,/article/4110679-700-billion-defense-bill-requires-harris-corp-portfolio,HRS,2017-09-29 13:00:00,$700 Billion Defense Bill Requires Harris Corp. To Be In Your Portfolio,Long,39.0,9.0
3812, Beulah Meriam K,/article/4110677-can-kroger-survive-grocery-wars,KR,2017-09-29 12:59:00,Can Kroger Survive The Grocery Wars?,Long,39.0,9.0
3813, Michael A. Ball,/article/4110671-microsoft-continues-growth-stock-buy-dip,MSFT,2017-09-29 12:48:00,Microsoft Continues To Be A Growth Stock; Buy The Dip,Long,39.0,9.0
3814, Michael Sheikh,/article/4110628-intercept-runs-trouble-nash-developers-like-galectin-gain-value,ICPT,2017-09-29 12:27:00,"Intercept Runs Into Trouble; Other NASH Developers, Like Galectin, Gain Value",Long,39.0,9.0
3816, Jacob Urban,/article/4110614-cooper-tire-rubber-compelling-value-play,CTB,2017-09-29 11:54:00,Cooper Tire And Rubber A Compelling Value Play,Long,39.0,9.0
3817, Jeremy Blum,/article/4110590-shotspotter-police-officers-new-best-friend,SSTI,2017-09-29 11:31:00,ShotSpotter Is The Police Officer's New Best Friend,Long,39.0,9.0
3818, DoctoRx,/article/4110585-thor-hammers-q4-assessing-pros-cons-going-forward,THO,2017-09-29 11:18:00,Thor Hammers It In Q4; Assessing Pros And Cons Going Forward,Long,39.0,9.0
3819, Terry Chrisomalis,/article/4110584-eli-lilly-strives-counteract-rivals,LLY,2017-09-29 11:08:00,Eli Lilly Strives To Counteract Its Rivals,Long,39.0,9.0
3820, Dario Gonzalez,/article/4110586-tfi-international-undervalued-stock-can-return-least-50-percent-within-4-years,TFIFF,2017-09-29 10:53:00,TFI International: This Undervalued Stock Can Return At Least 50% Within 4 Years,Long,39.0,9.0
3822, Mary Jane Fountain,/article/4110578-sky-people-becomes-future-fintech,FTFT,2017-09-29 10:19:00,Sky People Becomes Future Fintech,Long,39.0,9.0
3823, Labutes IR,/article/4110576-unicredit-focus-restructuring-plan-instead-merging-commerzbank,UNCFY,2017-09-29 10:13:00,UniCredit Should Focus On Its Restructuring Plan Instead Of Merging With Commerzbank,Long,39.0,9.0
3824, Jonathan Faison,/article/4110574-aralez-pharmaceuticals-rebound-process,ARLZ,2017-09-29 10:03:00,Aralez Pharmaceuticals: Rebound In Process,Long,39.0,9.0
3825, Codespeed,/article/4110566-ptc-therapeutics-good-news-fda,PTCT,2017-09-29 09:57:00,PTC Therapeutics: Good News From The FDA?,Long,39.0,9.0
3826, Plexor,/article/4110572-teva-taken-second-step-first,TEVA,2017-09-29 09:52:00,Teva Has Taken The Second Step Before The First,Long,39.0,9.0
3827, HealthBlogger,/article/4110571-keep-patience-shire,SHPG,2017-09-29 09:44:00,Keep Patience On Shire,Long,39.0,9.0
3828, Philomena Doyle,/article/4110570-energizer-holdings-inc-worth-look,ENR,2017-09-29 09:37:00,Energizer Holdings Inc. Is Worth A Look,Long,39.0,9.0
3830, The Daily Marijuana Observer,/article/4110561-deep-dive-22nd-century-groups-patents-show-company-valuable,XXII,2017-09-29 08:57:00,A Deep Dive Into 22nd Century Group's Patents Show Why The Company Is So Valuable,Long,39.0,9.0
3831, Taylor Dart,/article/4110558-preferred-bank-small-cap-bank-worth-look,PFBC,2017-09-29 08:37:00,Preferred Bank: A Small-Cap Bank Worth A Look,Long,39.0,9.0
3832, ChartMasterPro,/article/4110556-sealed-air-gonna-pop,SEE,2017-09-29 08:35:00,Sealed Air: Gonna Pop,Long,39.0,9.0
3833, Stone Fox Capital,/article/4110554-promising-developments-citius-pharma,CTXR,2017-09-29 08:33:00,Promising Developments For Citius Pharma,Long,39.0,9.0
3834, John Sheehy,/article/4110553-zhongan-insurance-ipo-draws-attention-low-valuation-fanhua,FANH,2017-09-29 08:31:00,ZhongAn Insurance IPO Draws Attention To Low Valuation Of Fanhua,Long,39.0,9.0
3835, Joe Albano,/article/4110483-micron-else-say,MU,2017-09-29 08:30:00,Micron: What Else Is There To Say?,Long,39.0,9.0
3836, Bull's Run,/article/4110544-starbucks-yield-makes-stock-worth-taste,SBUX,2017-09-29 08:24:00,Starbucks' Yield Makes The Stock Worth A Taste,Long,39.0,9.0
3837, Market View,/article/4110548-medical-robotics-update-m-strategic-alliances-drive-returns,MZOR,2017-09-29 08:13:00,Medical Robotics Update: M&A And Strategic Alliances Drive Returns,Long,39.0,9.0
3838, Aisha Rahman,/article/4110546-mcdonalds-although-pricey-still-long-term-buy,MCD,2017-09-29 08:03:00,"McDonald's - Although Pricey, It Is Still A Long-Term Buy",Long,39.0,9.0
3840, Value Stock Financials,/article/4110535-advanced-drainage-high-ceiling-can-capitalize,WMS,2017-09-29 07:14:00,"Advanced Drainage Has A High Ceiling, But Can They Capitalize?",Long,39.0,9.0
3841, Steve Harris,/article/4110498-roku-ipo-provides-6-percent-upside-firsthand-technology-value-fund-shares,SVVC,2017-09-29 02:12:00,Roku IPO Provides 6% Upside For Firsthand Technology Value Fund Shares,Long,39.0,9.0
3842, WG Investment Research,/article/4110487-general-electric-meaningful-non-core-asset-sale-numbers,GE,2017-09-29 01:07:00,"General Electric: A Meaningful Non-Core Asset Sale, By The Numbers",Long,39.0,9.0
3843, Searching For Value,/article/4110465-microns-q4-results-indicate-upside,MU,2017-09-28 19:36:00,Micron's Q4 Results Indicate More Upside,Long,39.0,9.0
3844, Silicon Valley Insights,/article/4110451-applied-materials-investor-meeting-us-raising-target-price,AMAT,2017-09-28 19:29:00,Why Applied Materials' Investor Meeting Has Us Raising Our Target Price,Long,39.0,9.0
3845, Josh Rudnik,/article/4110460-exxon-mobil-buy-sale,XOM,2017-09-28 19:12:00,Exxon Mobil: Buy It On Sale,Long,39.0,9.0
3846, Juan de la Hoz,/article/4110459-transalta-undervalued-long-term-investment,TAC,2017-09-28 19:09:00,TransAlta: Undervalued Long-Term Investment,Long,39.0,9.0
3847, Aisha Rahman,/article/4110458-wal-mart-brick-click-investments-enhance-long-term-growth-prospects,WMT,2017-09-28 19:07:00,Wal-Mart: Brick-And-Click Investments Enhance Long-Term Growth Prospects,Long,39.0,9.0
3848, Rohit Chhatwal,/article/4110455-alibaba-investing-future-growth,BABA,2017-09-28 19:00:00,Alibaba: Investing For Future Growth?,Long,39.0,9.0
3849, J. M. Manness,/article/4110447-understanding-apple-triple-advantage,AAPL,2017-09-28 17:59:00,Understanding Apple: The Triple-A Advantage,Long,39.0,9.0
3850, Jonathan Faison,/article/4110443-axovant-sciences-multiple-catalysts-coming-near-term,AXON,2017-09-28 17:32:00,Axovant Sciences: Multiple Catalysts Coming In The Near Term,Long,39.0,9.0
3851, The Growth Path Guru,/article/4110435-pultegroup-earnings-growth-share-buybacks-powerful-combination,PHM,2017-09-28 16:51:00,PulteGroup: Earnings Growth And Share Buybacks - A Powerful Combination,Long,39.0,9.0
3852, Gary Alexander,/article/4110407-time-buy-twilio-gauging-amazon-threat,TWLO,2017-09-28 15:42:00,Time To Buy Twilio: Gauging The Amazon Threat,Long,39.0,9.0
3854, Josh Arnold,/article/4110384-pepsico-unique-chance-buy,PEP,2017-09-28 15:30:00,PepsiCo: A Unique Chance To Buy,Long,39.0,9.0
3855, DoctoRx,/article/4110346-abbvie-transitions-growth-stock-income-play,ABBV,2017-09-28 14:55:00,AbbVie Transitions To Growth Stock From Income Play,Long,39.0,9.0
3856, Jesse Cash,/article/4110357-charge-visa,V,2017-09-28 14:45:00,Charge Into Visa,Long,39.0,9.0
3857, James Brumley,/article/4110353-microsofts-azure-become-terror-cloud-computing-players,MSFT,2017-09-28 14:40:00,Microsoft's Azure Has Become A Terror To Other Cloud Computing Players,Long,39.0,9.0
3860, Sven Carlin,/article/4110315-noah-holdings-risk-reward-analysis,NOAH,2017-09-28 13:57:00,Noah Holdings - Risk Reward Analysis,Long,39.0,9.0
3863, Arthur Frentzel,/article/4110244-orion-energy-systems-far,OESX,2017-09-28 13:08:00,Orion Energy Systems: Down But Far From Out,Long,39.0,9.0
3864, Jonathan Weber,/article/4110246-micron-will-go,MU,2017-09-28 12:45:00,Micron: Where Will It Go From Here?,Long,39.0,9.0
3865, Mark Hibben,/article/4110229-apple-part-consortium-just-bought-toshibas-memory-unit,AAPL,2017-09-28 12:09:00,Apple Part Of The Consortium That Just Bought Toshiba's Memory Unit,Long,39.0,9.0
3866, Victor Dergunov,/article/4110220-vxx-get-ready-october-surprise,VXX,2017-09-28 11:50:00,VXX: Get Ready For The October Surprise,Long,39.0,9.0
3867, Taylor Dart,/article/4110218-apple-time-sell,AAPL,2017-09-28 11:47:00,Apple: Time To Sell?,Long,39.0,9.0
3868, Andrea Poloni,/article/4110215-celldex-therapeutics-buy-part-2,CLDX,2017-09-28 11:32:00,Why Celldex Therapeutics Is A Buy (Part 2),Long,39.0,9.0
3869," Andres Cardenal, CFA",/article/4110214-3-reasons-buy-gilead,GILD,2017-09-28 11:27:00,3 Reasons To Buy Gilead,Long,39.0,9.0
3870, Terry Chrisomalis,/article/4110203-gilead-spruces-large-target-market,GILD,2017-09-28 11:23:00,Gilead Spruces Itself Up With Large Target Market,Long,39.0,9.0
3871, Capital Market Laboratories,/article/4110210-nvidia-signs-massive-deal-chinas-kingpins,NVDA,2017-09-28 11:14:00,Nvidia Signs Massive Deal With China's Kingpins,Long,39.0,9.0
3872, Zoltan Ban,/article/4110194-wal-mart-battening-hatches,WMT,2017-09-28 11:01:00,Wal-Mart: Battening Down The Hatches,Long,39.0,9.0
3874, ALT Perspective,/article/4110202-ihs-markit-mixed-bag-quarter-acquisition,INFO,2017-09-28 10:52:00,IHS Markit: Mixed Bag Quarter And An Acquisition,Long,39.0,9.0
3875, Galileo Russell,/article/4110196-moonshot-monday-chipotle-buy-sweetgreen,CMG,2017-09-28 10:37:00,Moonshot Monday: Chipotle Should Buy Sweetgreen,Long,39.0,9.0
3876, Motek Moyen,/article/4110192-apple-replaced-bing-google-search-siri,AAPL,2017-09-28 10:23:00,Why Apple Replaced Bing With Google Search For Siri,Long,39.0,9.0
3877, Healthy Wealth Coach,/article/4110186-campbell-soup-valuation-matters,CPB,2017-09-28 10:06:00,Campbell Soup: Why Valuation Matters,Long,39.0,9.0
3878, Cash-Centered Creep,/article/4110179-union-pacific-corporation-sometimes-valuation-deciding-factor,UNP,2017-09-28 09:39:00,Union Pacific Corporation: Sometimes Valuation Is The Deciding Factor,Long,39.0,9.0
3879, Willow Street Investments,/article/4110164-coty-inc-rumored-divestiture-game-changer-buy,COTY,2017-09-28 08:44:00,"Coty, Inc.: Rumored Divestiture Could Be A Game Changer - Buy",Long,39.0,9.0
3881," Stephen Simpson, CFA",/article/4110160-newly-slimmed-metlife-worth-look,MET,2017-09-28 08:22:00,"Newly Slimmed Down, MetLife Worth A Look",Long,39.0,9.0
3882, Leo Nelissen,/article/4110157-bank-america,BAC,2017-09-28 08:01:00,Bank Of America - There It Is!,Long,39.0,9.0
3883, Albert Alfonso,/article/4110149-pengrowth-energy-making-sense-recent-rally,PGH,2017-09-28 07:59:00,Pengrowth Energy: Making Sense Of The Recent Rally,Long,39.0,9.0
3885, Shareholders Unite,/article/4110131-investment-destiny-media-can-still-pay,DSNY,2017-09-28 05:26:00,Why An Investment In Destiny Media Can Still Pay Off,Long,39.0,9.0
3886, Callum Turcan,/article/4110130-chesapeake-getting-better,CHK,2017-09-28 05:10:00,Chesapeake Is Getting Better,Long,39.0,9.0
3887, Avisol Capital Partners,/article/4110118-medicines-company-watchlist-recent-fda-nod,MDCO,2017-09-28 03:24:00,The Medicines Company: On Watchlist After Recent FDA Nod,Long,39.0,9.0
3888, Bull & Bear Trading,/article/4110113-kornit-digital-compelling-buy-opportunity,KRNT,2017-09-28 02:35:00,Kornit Digital: A Compelling Buy Opportunity,Long,39.0,9.0
3889, Jeffrey Himelson,/article/4110096-fitbit-just-took-another-step-towards-expanding-potential-customer-base,FIT,2017-09-27 22:26:00,Fitbit Just Took Another Step Towards Expanding Its Potential Customer Base,Long,39.0,9.0
3890, Philomena Doyle,/article/4110089-consider-macys-safe-dividend,M,2017-09-27 21:13:00,Consider Macy's A Safe Dividend,Long,39.0,9.0
3891, Josh Rudnik,/article/4110078-amazon-buy-pullback,AMZN,2017-09-27 19:04:00,Amazon: Buy More On This Pullback,Long,39.0,9.0
3892, Earnings Forecast Focus,/article/4110069-micron-biggest-earnings-takeaways,MU,2017-09-27 18:43:00,Micron: Biggest Earnings Takeaways,Long,39.0,9.0
3893, Discount Fountain,/article/4110077-toronto-dominion-great-long-term-investment,TD,2017-09-27 18:33:00,Toronto-Dominion: A Great Long-Term Investment,Long,39.0,9.0
3894, Tudor Invest Holdings,/article/4110055-navios-maritime-partners-64000-question,NMM,2017-09-27 16:58:00,"Navios Maritime Partners: The $64,000 Question",Long,39.0,9.0
3896, Josh Arnold,/article/4110044-carmax-headed-higher,KMX,2017-09-27 16:10:00,Carmax: Headed Higher,Long,39.0,9.0
3897, Josh Arnold,/article/4110043-finish-line-special-situation,FINL,2017-09-27 16:09:00,Finish Line: A Special Situation,Long,39.0,9.0
3898, Jonathan Weber,/article/4110038-nike-better-expected,NKE,2017-09-27 16:08:00,Nike: Better Than Expected,Long,39.0,9.0
3899, ValueAnalyst,/article/4110048-tesla-without-incentives,TSLA,2017-09-27 16:03:00,Tesla Without Incentives,Long,39.0,9.0
3900, Motek Moyen,/article/4110047-intel-bullish-neuromorphic-processors,INTC,2017-09-27 15:55:00,Why Intel Is Bullish On Neuromorphic Processors,Long,39.0,9.0
3901, Jay Wei,/article/4110046-time-inc-time-let-go-asset-holdings-operations,MDP,2017-09-27 15:51:00,Time Inc.: It's Time To Let Go Of Some Asset Holdings And Operations,Long,39.0,9.0
3903, The Outsider,/article/4109935-volkswagen-cheap-ignore,VLKAY,2017-09-27 15:02:00,Volkswagen Is Too Cheap To Ignore,Long,39.0,9.0
3904, ValueAnalyst,/article/4109988-toll-brothers-yet,TOL,2017-09-27 15:01:00,Toll Brothers: Are We There Yet?,Long,39.0,9.0
3907, L&F Capital Management,/article/4109953-tile-shop-going,TTS,2017-09-27 14:44:00,Tile Shop: What's Going On?,Long,39.0,9.0
3908, Kirk Spano,/article/4109901-control4-iot-company-controls-home-can-make-money,CTRL,2017-09-27 14:19:00,Control4: This IoT Company Controls Your Home And Can Make You Money,Long,39.0,9.0
3909, Cameron Smith,/article/4109894-fresh-del-monte-turning-ripe-buy-52-week-lows,FDP,2017-09-27 14:15:00,Fresh Del Monte Is Turning Ripe For A Buy At 52-Week Lows,Long,39.0,9.0
3910, Courage & Conviction Investing,/article/4109886-gnc-liars-poker-games-continue,GNC,2017-09-27 14:03:00,The GNC Liar's Poker Games Continue,Long,39.0,9.0
3911, The Mad Hedge Fund Trader,/article/4109878-six-reasons-buy-charles-schwab,SCHW,2017-09-27 13:36:00,Six Reasons To Buy Charles Schwab,Long,39.0,9.0
3912, Nick Schoettle,/article/4109869-square-shooting-stars,SQ,2017-09-27 13:35:00,Square: Shooting for the Stars,Long,39.0,9.0
3913, Dividend Seeker,/article/4109863-westpac-banking-uncertain-political-climate-upside-remains,WBK,2017-09-27 12:46:00,"Westpac Banking: Uncertain Political Climate, But Upside Remains",Long,39.0,9.0
3914, Chris B Murphy,/article/4109844-bank-america-can-bank-29,BAC,2017-09-27 12:18:00,Bank Of America: Why You Can Bank On $29,Long,39.0,9.0
3915, Josh Rudnik,/article/4109857-home-depot-buy-breakout,HD,2017-09-27 12:12:00,Home Depot: Buy This Breakout,Long,39.0,9.0
3916, Michael A. Ball,/article/4109852-russia-story-just-created-massive-buying-opportunity-facebook,FB,2017-09-27 12:07:00,The Russia Story Just Created A Massive Buying Opportunity In Facebook,Long,39.0,9.0
3917, J. M. Manness,/article/4109851-understanding-apple-x-will-rule,AAPL,2017-09-27 12:06:00,Understanding Apple: Why The X Will Rule,Long,39.0,9.0
3918, Peter Arendas,/article/4109850-top-gold-stocks-buy-forget-northern-dynasty-minerals,NAK,2017-09-27 12:03:00,Top Gold Stocks To Buy And Forget About: Northern Dynasty Minerals,Long,39.0,9.0
3919, Nealster,/article/4109834-mattel-shares-cheap-business-durable-market-believes,MAT,2017-09-27 11:25:00,Mattel Shares Are Cheap And The Business Is More Durable Than The Market Believes,Long,39.0,9.0
3920, Jussi Hiltunen,/article/4109816-sap-expensive-positive-outlook,SAP,2017-09-27 11:22:00,SAP is expensive because of positive outlook,Long,39.0,9.0
3921, Shock Exchange,/article/4109831-aldeyra-raises-additional-capital-fund-dry-eye-treatment,ALDX,2017-09-27 11:18:00,Aldeyra Raises Additional Capital To Fund Dry Eye Treatment,Long,39.0,9.0
3923, Austin Craig,/article/4109809-amd-powers-atari,AMD,2017-09-27 10:55:00,AMD Powers Atari,Long,39.0,9.0
3924, C. C. Abbott,/article/4109815-tonixs-tonmya-treats-ptsd-helping-sufferers-sleep-better,TNXP,2017-09-27 10:46:00,Tonix's Tonmya Treats PTSD By Helping Sufferers Sleep Better,Long,39.0,9.0
3925, JAMM Investing,/article/4109804-subscription-model-will-transform-amc,AMC,2017-09-27 10:28:00,The Subscription Model Will Transform AMC,Long,39.0,9.0
3926, Gaurao Bhade,/article/4109808-time-buy-medtronic-watch-diabetes-segment-transformation,MDT,2017-09-27 10:19:00,Time To Buy Medtronic? Watch Diabetes Segment Transformation,Long,39.0,9.0
3927, Discount Fountain,/article/4109797-nike-panic,NKE,2017-09-27 09:53:00,Nike: I Wouldn't Panic,Long,39.0,9.0
3928, Jesse Cash,/article/4109791-waste-management-must-stock-long-term-investor,WM,2017-09-27 09:29:00,Waste Management Is A Must Own Stock For The Long-Term Investor,Long,39.0,9.0
3929," Stephen Simpson, CFA",/article/4109789-abb-plugs-gap,ABB,2017-09-27 08:43:00,ABB Plugs A Gap,Long,39.0,9.0
3930, Avisol Capital Partners,/article/4109788-lexicon-pharmaceuticals-offers-long-term-value-new-product-launch,LXRX,2017-09-27 08:40:00,Lexicon Pharmaceuticals Offers Long-Term Value With New Product Launch,Long,39.0,9.0
3932, Cameron Smith,/article/4109776-nikes-pullback-opportunity-long-term-investors,NKE,2017-09-27 08:02:00,Nike's Pullback Is An Opportunity For Long-Term Investors,Long,39.0,9.0
3933," Tyson Halsey, CFA",/article/4109763-calumet-specialty-products-turnaround,CLMT,2017-09-27 07:40:00,Calumet Specialty Products' Turnaround,Long,39.0,9.0
3934, Josh Arnold,/article/4109772-chipotle-cause-optimism,CMG,2017-09-27 07:40:00,Chipotle: Cause For Optimism,Long,39.0,9.0
3936, Philomena Doyle,/article/4109753-cinemark-holdings-strong-buy,CNK,2017-09-27 06:41:00,Cinemark Holdings Is A Strong Buy,Long,39.0,9.0
3937, Avisol Capital Partners,/article/4109751-ligand-pharmaceuticals-offers-diversification-opportunity-unique-business-model,LGND,2017-09-27 06:25:00,Ligand Pharmaceuticals Offers Diversification Opportunity With Its Unique Business Model,Long,39.0,9.0
3938, AMM Dividend Letter,/article/4109746-money-pizza-respect-roughly-valuing-papa-johns,PZZA,2017-09-27 06:03:00,Money. Pizza. Respect: Roughly Valuing Papa John's,Long,39.0,9.0
3939, WG Investment Research,/article/4109745-keycorp-still-worth-look,KEY,2017-09-27 05:51:00,KeyCorp: Still Worth A Look,Long,39.0,9.0
3940, Growth And Value,/article/4109743-jinko-solars-h2-earnings-consensus-debatable,JKS,2017-09-27 05:50:00,Jinko Solar's H2 Earnings Consensus Is Debatable,Long,39.0,9.0
3941, John Rhodes,/article/4109712-will-bitcoin-kill-western-union,WU,2017-09-27 02:35:00,Will Bitcoin Kill Western Union?,Long,39.0,9.0
3942, The Nattering Naybob,/article/4109705-left-lawyers-grizzlies-money-oh,UBNT,2017-09-27 01:01:00,"Left, Lawyers, Grizzlies And Money, Oh My!",Long,39.0,9.0
3943, ValueAnalyst,/article/4109694-borrs-atwood-stake-game-theory-perspective,ATW,2017-09-26 22:03:00,Borr's Atwood Stake: A Game Theory Perspective,Long,39.0,9.0
3946, Long Player,/article/4109665-east-west-petroleum-nis-announces-positive-test-well-results-romanian-well-commercial,EWPMF,2017-09-26 17:53:00,East West Petroleum: NIS Announces Positive Test Well Results From Its Romanian Well - Is It Commercial?,Long,39.0,9.0
